ID,Name,Age,Salary,Join_Date,Department,Education_Level,Work_Experience,Performance_Score,Bonus,Remote_Work,Job_Satisfaction,Customer_Satisfaction
1138,Frank,22,61432.0,2018-02-11,IT,High School,8.0,4,4332,0,0.8538837752975966,9
1139,Eve,40,70657.0,2018-02-12,Finanace,High School,14.0,3,5697,0,7.007451470102373,4
1140,Charlie,42,84337.0,2018-02-13,IT ,Bachelor's,23.0,3,7745,0,0.34929789022210966,8
1141,Frank,32,,2018-02-14,IT,Master's,25.0,4,$6634,0,5.555852395654555,3
1142,Alice,48,69311.0,2018-02-15,HR,High School,2.0,3,7260,1,0.2781696182320506,8
1143,Charlie,33,69751.0,2018-02-16,Marketing,High School,22.0,3,2185,0,0.07625299428481451,3
1144,Bob,36,80249.0,2018-02-17,Marketing,Master's,10.0,4,7995,0,0.8038714035079517,5
1145,Alice,33,78861.0,2018-02-18,HR,PhD,9.0,2,7109,0,1.2150960398918655,1
1146,Hank,35,66698.0,2018-02-19,IT ,Bachelor's,17.0,2,7441,0,2.9547429310199,6
1147,Hank,24,70954.0,2018-02-20,Finance,PhD,3.0,3,1915,0,0.42373899149851757,2
1148,Bob,20,64423.0,2018-02-21,Marketing,Master's,27.0,3,8464,1,1.7251855509499245,3
1149,Eve,50,47835.0,2018-02-22,IT,Bachelor's,12.0,3,2617,0,0.6854619192105244,1
1150,Frank,26,73864.0,2018-02-23,HR,Master's,29.0,3,3425,0,5.799346800965397,6
1151,Frank,25,98382.0,2018-02-24,IT,PhD,28.0,4,€1425,0,0.13802660672488365,5
1152,Hank,13,56744.0,2018-02-25,Finanace,High School,5.0,1,2787,0,1.3198795795922151,10
1153,Grace,28,58404.0,2018-02-26,Finance,PhD,26.0,3,3584,0,2.993918748014206,2
1154,Hank,21,56939.0,2018-02-27,Finance,PhD,20.0,3,5648,0,7.328583645402793,8
1155,Frank,51,80868.0,2018-02-28,Finance,High School,12.0,4,1168,0,6.074710588681777,9
1156,Hank,45,76727.0,2018-03-01,IT,Bachelor's,24.0,5,1514,0,6.7668755085717045,3
1157,Hank,28,67621.0,2018-03-02,HR,Master's,25.0,3,4435,0,0.19474631627182304,6
1158,Charlie,57,56229.0,2018-03-03,HR,PhD,19.0,5,5525,0,5.515105682658391,6
1159,Grace,44,71385.0,2018-03-04,IT,PhD,4.0,3,3616,0,4.541191323919265,10
1160,Alice,31,46530.0,2018-03-05,Finanace,PhD,19.0,1,9882,1,6.98160634054999,6
1161,Hank,10,72151.0,2018-03-06,IT,High School,,2,$4204,0,1.1200522200546286,8
1162,Alice,57,83072.0,2018-03-07,Finance,Master's,12.0,3,8765,1,7.28325832116951,5
1163,Bob,21,51232.0,2018-03-08,Finance,Master's,13.0,3,9544,0,1.5457114461786632,10
1164,Alice,18,47012.0,2018-03-09,IT,Bachelor's,7.0,2,2117,0,3.016183042510188,10
1165,Alice,45,93691.0,2018-03-10,IT ,Master's,15.0,3,2405,0,1.655875245605595,8
1166,Eve,59,60823.0,2018-03-11,Marketing,Bachelor's,12.0,3,6414,1,1.6740055333366786,3
1167,Charlie,48,87039.0,2018-03-12,Marketing,Master's,23.0,2,7341,0,2.373186574024465,7
1168,Hank,40,67690.0,2018-03-13,HR,Master's,14.0,3,5174,0,1.319828263249389,1
1169,Hank,40,67570.0,2018-03-14,HR,High School,18.0,4,1677,0,4.7213001993243,4
1170,Alice,43,76576.0,2018-03-15,IT,Master's,0.0,3,9742,0,3.0124061120965653,5
1171,Bob,42,,2018-03-16,Marketing,High School,21.0,4,1213,0,3.5111862771091262,7
1172,Alice,37,71987.0,2018-03-17,Finance,PhD,1.0,4,2666,0,0.7881286930947963,6
1173,Eve,36,64277.0,2018-03-18,IT ,High School,17.0,3,5254,0,10.477500365626549,6
1174,David,34,50192.0,2018-03-19,Marketing,High School,18.0,3,3786,0,3.237983190518305,2
1175,Alice,27,75062.0,2018-03-20,IT,PhD,7.0,3,9213,0,0.6589335322973624,2
1176,Frank,32,66050.0,2018-03-21,Marketing,Bachelor's,2.0,4,6860,0,4.164771780691812,2
1177,David,18,67644.0,2018-03-22,IT,PhD,22.0,3,2261,0,0.5724433299686965,10
1178,David,34,51847.0,2018-03-23,IT,Bachelor's,25.0,3,2172,0,0.1964485688034327,8
1179,David,25,93871.0,2018-03-24,Marketing,Bachelor's,13.0,2,5880,0,2.249491638450732,7
1180,Alice,23,83150.0,2018-03-25,IT ,PhD,25.0,4,3054,0,2.419108586533764,1
1181,Bob,36,84462.0,2018-03-26,IT,High School,8.0,3,$3815,0,0.6283343335232989,9
1182,Charlie,48,65418.0,2018-03-27,IT ,Master's,28.0,4,5674,0,1.2848762667643394,8
1183,Grace,44,44062.0,2018-03-28,Finanace,PhD,7.0,3,6196,0,8.743524091632791,9
1184,Frank,19,99293.0,2018-03-29,HR,Bachelor's,16.0,4,5584,0,1.0064317701012906,4
1185,Hank,25,69083.0,2018-03-30,Finanace,High School,22.0,3,6021,0,0.5072734168640395,5
1186,David,44,58768.0,2018-03-31,Marketing,High School,22.0,3,7230,0,14.703443178846852,5
1187,Bob,25,76252.0,2018-04-01,IT,Master's,23.0,5,3631,0,1.0799220097684263,9
1188,Grace,32,87506.0,2018-04-02,Finance,PhD,15.0,4,7345,0,3.4206819784359492,8
1189,David,40,69654.0,2018-04-03,IT ,Master's,9.0,2,9096,1,0.7901790880070827,10
1190,Hank,25,89178.0,2018-04-04,Finanace,Bachelor's,20.0,2,7300,0,2.3963311773873732,6
1191,Charlie,36,86244.0,2018-04-05,Finance,Master's,9.0,4,8348,0,1.4646591537212177,10
1192,Charlie,21,53854.0,2018-04-06,IT,Master's,24.0,4,6844,0,9.777473673589364,10
1193,David,28,59893.0,2018-04-07,IT,PhD,24.0,3,3176,0,1.7011609827713758,1
1194,David,38,84363.0,2018-04-08,Finance,Bachelor's,23.0,4,6362,1,2.6324664551415258,7
1195,Bob,19,29310.0,2018-04-09,IT,PhD,5.0,4,9097,1,8.688544162087767,9
1196,Alice,39,67758.0,2018-04-10,IT,Bachelor's,21.0,3,6599,1,13.59417035691278,4
1197,Charlie,34,48537.0,2018-04-11,IT ,PhD,16.0,4,5258,1,0.321614526164593,4
1198,Charlie,40,62851.0,2018-04-12,Finance,PhD,28.0,2,5119,0,5.3931040788022235,5
1199,Alice,37,65517.0,2018-04-13,Marketing,Bachelor's,15.0,5,7640,0,1.4443660236428428,8
1200,Hank,48,64626.0,2018-04-14,Finanace,Master's,14.0,4,5288,1,2.710336060956832,5
1201,Bob,36,,2018-04-15,Finanace,High School,,4,€$1877,0,1.4102416755993303,4
1202,Hank,30,53542.0,2018-04-16,Finance,Master's,13.0,3,5485,1,1.5380630973321103,8
1203,Grace,36,104378.0,2018-04-17,IT,High School,3.0,2,3544,0,0.5189827050073544,5
1204,Hank,40,98011.0,2018-04-18,IT,PhD,3.0,3,6059,0,2.551273438506727,8
1205,Charlie,35,52569.0,2018-04-19,Marketing,PhD,29.0,4,8164,1,2.3737088973561677,1
1206,Charlie,35,93731.0,2018-04-20,IT,High School,1.0,4,3600,0,0.6297780738754042,3
1207,Eve,27,64008.0,2018-04-21,HR,Master's,28.0,3,4528,1,2.340893057322717,7
1208,David,28,71937.0,2018-04-22,Finance,Bachelor's,10.0,4,3408,0,10.847096943327681,1
1209,Charlie,20,69050.0,2018-04-23,Finance,High School,29.0,4,5860,0,3.7595794394907665,5
1210,Alice,52,60103.0,2018-04-24,Finanace,Master's,3.0,1,4948,1,1.9674533774856138,6
1211,David,22,84757.0,2018-04-25,IT,Master's,20.0,3,3334,0,7.433816425950916,1
1212,Bob,28,71888.0,2018-04-26,HR,Master's,28.0,4,1767,0,2.5692181383249535,7
1213,Grace,27,62851.0,2018-04-27,Finance,Master's,27.0,3,5883,0,0.43524379034582733,9
1214,Frank,43,50431.0,2018-04-28,IT,High School,20.0,4,5206,1,2.3789665116058654,9
1215,Bob,32,56596.0,2018-04-29,Finance,PhD,15.0,3,6948,1,0.598915108490199,3
1216,David,47,45379.0,2018-04-30,IT ,Master's,20.0,5,8085,0,4.376657597967746,4
1217,Grace,28,70183.0,2018-05-01,Finanace,PhD,3.0,2,1744,0,10.249622768682485,1
1218,Charlie,37,52050.0,2018-05-02,Marketing,Bachelor's,0.0,3,5174,1,1.3427008789352044,4
1219,Alice,26,66016.0,2018-05-03,Finance,High School,29.0,2,8198,1,1.7123526404582528,5
1220,Eve,56,90551.0,2018-05-04,Finance,PhD,25.0,2,3556,0,1.641931874743157,7
1221,Alice,23,87989.0,2018-05-05,Finance,Master's,23.0,3,$6066,0,1.0076771126660466,5
1222,Bob,38,69515.0,2018-05-06,Finance,PhD,18.0,2,8797,1,4.742259323799059,8
1223,Alice,41,68693.0,2018-05-07,Finance,Bachelor's,1.0,5,5161,0,2.884871256954947,7
1224,Frank,39,98198.0,2018-05-08,Finance,Master's,8.0,5,1286,1,0.19858465839998765,1
1225,Frank,33,77811.0,2018-05-09,Finanace,Bachelor's,22.0,3,4247,0,5.475446246498417,2
1226,Eve,33,65082.0,2018-05-10,IT,Bachelor's,24.0,4,6099,0,0.6213981021819995,7
1227,Eve,35,48609.0,2018-05-11,IT,Bachelor's,12.0,3,1003,0,11.611371149260329,3
1228,Alice,33,75908.0,2018-05-12,IT,High School,17.0,4,6935,1,1.4180045953903677,2
1229,David,44,82439.0,2018-05-13,Marketing,Master's,15.0,4,1411,0,2.874853105859444,9
1230,David,57,60525.0,2018-05-14,IT ,High School,15.0,1,5345,0,0.24305631301731673,10
1231,Frank,29,,2018-05-15,IT ,High School,24.0,4,4727,0,1.2678182729932983,8
1232,Hank,21,64546.0,2018-05-16,IT,Master's,9.0,4,2356,1,4.863832534509108,8
1233,Eve,34,67239.0,2018-05-17,Finance,Bachelor's,8.0,3,9349,0,1.945717621739597,3
1234,Charlie,60,32682.0,2018-05-18,Marketing,PhD,10.0,5,2600,0,7.049139648993295,10
1235,David,26,66673.0,2018-05-19,HR,Bachelor's,24.0,5,8157,0,2.5679757203179947,9
1236,Eve,51,84540.0,2018-05-20,Finanace,Master's,25.0,3,6706,0,7.9172041956400605,8
1237,Eve,51,60528.0,2018-05-21,IT,Bachelor's,28.0,4,6559,0,12.155563810353541,2
1238,Hank,29,70787.0,2018-05-22,Finance,High School,25.0,5,8196,0,1.8148296223380966,7
1239,Hank,40,58660.0,2018-05-23,Marketing,Bachelor's,3.0,3,6073,0,2.498307748940361,8
1240,Alice,51,75406.0,2018-05-24,Finanace,Master's,9.0,3,3382,1,5.403986912125889,7
1241,Frank,31,66752.0,2018-05-25,IT ,PhD,,2,$1152,1,0.7512860547831709,9
1242,Frank,32,55911.0,2018-05-26,IT ,Master's,5.0,4,3796,1,5.933462826064909,7
1243,Bob,29,89988.0,2018-05-27,Finance,High School,2.0,4,8282,0,2.6888771680860315,7
1244,Charlie,24,83933.0,2018-05-28,Finanace,Bachelor's,26.0,2,7951,1,3.8784135337103196,1
1245,Bob,28,60926.0,2018-05-29,IT ,Master's,8.0,5,3805,0,0.2496688515239138,2
1246,Charlie,22,77466.0,2018-05-30,HR,PhD,2.0,4,5080,0,4.359709654475052,5
1247,Charlie,35,78061.0,2018-05-31,IT ,Bachelor's,17.0,4,6850,0,1.1166143208002473,1
1248,Hank,27,79634.0,2018-06-01,IT ,PhD,7.0,1,8362,0,4.907842781249485,10
1249,Bob,37,44586.0,2018-06-02,Finanace,High School,21.0,3,2328,0,2.1348656042882,7
1250,Eve,19,85099.0,2018-06-03,Finanace,Bachelor's,7.0,4,3392,0,0.9631554407559688,5
1251,Hank,38,61454.0,2018-06-04,Marketing,Bachelor's,14.0,3,€4153,0,9.157523622228126,5
1252,David,43,64632.0,2018-06-05,IT ,Master's,12.0,4,9192,0,4.345305966815474,8
1253,Alice,15,109568.0,2018-06-06,IT,High School,6.0,4,1166,0,12.739567081847039,9
1254,Eve,38,74528.0,2018-06-07,Finanace,Master's,18.0,3,4254,0,1.3598874680874156,10
1255,Charlie,47,64205.0,2018-06-08,IT ,PhD,7.0,4,6060,0,3.142784963870942,1
1256,Bob,22,36920.0,2018-06-09,Finance,PhD,9.0,2,2885,0,2.837071176835589,10
1257,Hank,51,90846.0,2018-06-10,Finanace,Master's,16.0,3,5368,0,3.489997193135809,4
1258,Grace,39,49821.0,2018-06-11,HR,High School,0.0,1,8529,0,0.11720985960335417,2
1259,David,27,54948.0,2018-06-12,Marketing,Master's,12.0,3,1899,0,1.0347444859399226,9
1260,Hank,34,65029.0,2018-06-13,Finanace,Master's,28.0,3,3248,1,7.201836816598617,9
1261,David,40,,2018-06-14,HR,High School,25.0,4,$4412,0,1.6540057870161813,1
1262,Alice,35,81598.0,2018-06-15,HR,High School,12.0,4,7449,0,9.705296051301618,3
1263,David,40,67632.0,2018-06-16,IT,Master's,23.0,3,4132,1,0.7204997711095502,10
1264,Eve,25,74624.0,2018-06-17,Finanace,PhD,15.0,4,9155,0,17.884521528554547,8
1265,Bob,36,60994.0,2018-06-18,Finanace,Master's,28.0,2,9136,0,3.5878245147657166,2
1266,David,20,72094.0,2018-06-19,Marketing,Master's,8.0,2,1359,0,4.493601386312652,2
1267,Hank,33,71100.0,2018-06-20,Finanace,Master's,9.0,4,7450,0,1.5168236407008875,2
1268,Alice,25,84531.0,2018-06-21,HR,PhD,5.0,4,8647,0,7.125729345074951,5
1269,Frank,27,84507.0,2018-06-22,IT,PhD,4.0,4,9525,1,2.365427227926575,9
1270,Bob,47,77409.0,2018-06-23,Finanace,PhD,1.0,3,1730,0,3.4271130882339547,7
1271,Hank,45,64564.0,2018-06-24,Marketing,Bachelor's,10.0,4,8067,0,0.298825508529763,7
1272,Alice,41,81127.0,2018-06-25,Finance,PhD,8.0,4,2417,0,2.9964151691878453,2
1273,Grace,24,68620.0,2018-06-26,IT ,High School,5.0,5,8767,1,6.3378532263126015,2
1274,Frank,31,53771.0,2018-06-27,IT,Master's,7.0,3,8888,1,0.5890785095214427,5
1275,Frank,47,63950.0,2018-06-28,HR,Bachelor's,8.0,4,4763,0,4.015095812817371,7
1276,Bob,36,71267.0,2018-06-29,Marketing,PhD,8.0,4,7928,0,0.0771867820457643,7
1277,Hank,58,83653.0,2018-06-30,Marketing,Master's,7.0,5,6696,0,7.819312269125966,9
1278,Grace,38,67247.0,2018-07-01,IT,PhD,11.0,3,1878,0,12.20903476272676,3
1279,Grace,36,51862.0,2018-07-02,Finanace,High School,25.0,3,6482,0,1.3117036656857926,1
1280,Grace,31,70851.0,2018-07-03,Finance,Master's,7.0,3,3884,0,0.33975419992429934,9
1281,Eve,36,71701.0,2018-07-04,Finanace,PhD,,3,$3297,1,3.223893751919957,1
1282,Hank,33,72787.0,2018-07-05,IT ,Bachelor's,12.0,3,9852,0,0.09086585419272025,8
1283,Frank,42,83798.0,2018-07-06,HR,Master's,18.0,1,8371,0,1.9761577338699952,5
1284,Charlie,44,85283.0,2018-07-07,IT ,High School,1.0,4,4985,0,0.9514528377792068,8
1285,Eve,27,61086.0,2018-07-08,IT,PhD,16.0,3,2269,0,1.923594910872203,7
1286,Charlie,21,60757.0,2018-07-09,Finanace,PhD,15.0,2,2294,0,0.05533372470013507,9
1287,Charlie,16,54397.0,2018-07-10,IT ,PhD,3.0,3,2009,1,0.15897531238075308,2
1288,Grace,40,80482.0,2018-07-11,HR,Bachelor's,17.0,1,2757,0,0.04831445414407112,9
1289,Frank,23,91732.0,2018-07-12,Finance,Bachelor's,13.0,5,8776,1,2.895906238129474,10
1290,Eve,13,65273.0,2018-07-13,HR,PhD,29.0,4,7578,0,2.463575252715897,5
1291,Hank,38,,2018-07-14,Marketing,Bachelor's,1.0,4,9180,0,0.7964234829580672,5
1292,Hank,59,92001.0,2018-07-15,Finance,PhD,12.0,3,3841,0,3.1208302993605845,1
1293,David,34,77583.0,2018-07-16,IT ,High School,26.0,5,6716,0,6.467860149881287,6
1294,Bob,43,76543.0,2018-07-17,Finanace,PhD,26.0,3,3404,0,0.9743749870528653,10
1295,Alice,35,52136.0,2018-07-18,IT,PhD,20.0,4,4562,0,5.351263327184828,10
1296,Alice,34,80180.0,2018-07-19,Finanace,High School,19.0,3,2271,0,3.2586505160161057,10
1297,Frank,44,56062.0,2018-07-20,IT ,Master's,16.0,4,9444,1,0.10321675623005197,10
1298,Charlie,32,52989.0,2018-07-21,Finance,Bachelor's,14.0,4,3768,0,1.4107304740123272,3
1299,David,37,64798.0,2018-07-22,IT ,Bachelor's,24.0,3,8801,0,2.1263496615054525,10
1300,Hank,38,61213.0,2018-07-23,IT,High School,29.0,2,9928,0,3.9469395071333477,3
1301,David,28,66676.0,2018-07-24,Finance,High School,19.0,4,€$7142,0,1.0153709594687939,3
1302,Frank,44,48385.0,2018-07-25,IT,High School,4.0,3,2928,0,12.1763713755692,4
1303,Frank,33,84382.0,2018-07-26,HR,Master's,6.0,2,7266,0,3.4611676959930437,9
1304,Hank,27,86915.0,2018-07-27,Marketing,High School,17.0,3,6413,0,1.3995348506612686,8
1305,Frank,40,40789.0,2018-07-28,IT ,Bachelor's,23.0,3,7828,0,0.30618136415150077,6
1306,Hank,26,84676.0,2018-07-29,IT ,Master's,10.0,4,3190,1,0.6003609951465011,8
1307,Eve,35,57842.0,2018-07-30,Marketing,High School,17.0,2,2002,1,2.0059945608009127,8
1308,Hank,34,82854.0,2018-07-31,Finanace,Bachelor's,26.0,3,7654,0,2.0477813222557715,1
1309,Bob,45,68973.0,2018-08-01,Finance,High School,25.0,4,9094,0,4.37941926259309,9
1310,Charlie,39,70431.0,2018-08-02,IT ,High School,4.0,4,7067,1,3.885815997980937,1
1311,Charlie,34,67223.0,2018-08-03,Finance,Bachelor's,12.0,3,4752,0,0.6742083507634822,2
1312,Grace,43,88181.0,2018-08-04,HR,Bachelor's,27.0,4,7200,0,2.7112833236362706,9
1313,Grace,48,51406.0,2018-08-05,IT,High School,17.0,3,5137,1,0.06251219773740972,7
1314,Charlie,40,79117.0,2018-08-06,Finance,PhD,1.0,3,4702,0,1.5252226459242246,10
1315,David,35,86519.0,2018-08-07,IT ,Master's,19.0,5,6943,1,4.333108524121168,1
1316,Charlie,21,80745.0,2018-08-08,HR,Bachelor's,3.0,5,5438,0,1.5300208433537552,3
1317,Grace,24,104870.0,2018-08-09,IT,High School,12.0,3,5427,0,5.416289773102538,1
1318,Hank,31,62065.0,2018-08-10,Finanace,Bachelor's,23.0,2,6556,0,11.208578683316304,5
1319,Eve,28,84359.0,2018-08-11,IT,Master's,28.0,3,9532,1,2.803460361845175,4
1320,Grace,33,68408.0,2018-08-12,HR,Bachelor's,15.0,1,3388,0,0.4699757331237583,8
1321,Grace,35,,2018-08-13,Finance,Bachelor's,,1,$7992,0,1.4325459120432096,9
1322,Frank,40,69884.0,2018-08-14,HR,High School,25.0,3,7325,1,0.02858582522891565,4
1323,Eve,34,64181.0,2018-08-15,IT,Bachelor's,7.0,5,2700,1,2.7693866049903284,3
1324,Hank,39,89591.0,2018-08-16,Marketing,Master's,15.0,4,6383,1,5.170651531120826,4
1325,Hank,35,62626.0,2018-08-17,HR,Master's,12.0,3,2233,0,2.98227101279858,3
1326,Frank,15,48809.0,2018-08-18,IT ,Bachelor's,22.0,4,3298,1,4.626546855816132,6
1327,Eve,25,62247.0,2018-08-19,IT,PhD,28.0,1,9329,0,4.826872992453609,1
1328,David,33,79285.0,2018-08-20,IT,Bachelor's,25.0,3,3930,0,5.7116801422288805,2
1329,Bob,22,90880.0,2018-08-21,IT ,Master's,3.0,1,2833,1,0.9304529881065255,8
1330,Eve,40,71666.0,2018-08-22,IT ,High School,1.0,4,3139,0,6.150079849063387,3
1331,Frank,50,89772.0,2018-08-23,IT ,Bachelor's,8.0,2,9399,0,3.1847646380810932,4
1332,Bob,47,49627.0,2018-08-24,IT,PhD,17.0,4,7436,0,1.0263115308790622,1
1333,Alice,32,63351.0,2018-08-25,Finance,Bachelor's,16.0,4,3208,1,13.097211690161956,3
1334,Grace,49,65671.0,2018-08-26,IT,High School,7.0,3,8553,0,8.99816045372155,1
1335,Charlie,36,68281.0,2018-08-27,Finance,PhD,25.0,2,6622,0,2.5630549221575816,10
1336,Bob,31,71261.0,2018-08-28,Finanace,Master's,14.0,4,7286,0,5.558512818492434,5
1337,Eve,28,80363.0,2018-08-29,IT,Master's,8.0,5,8936,0,0.9093801427061892,1
1338,Hank,31,63327.0,2018-08-30,IT,High School,16.0,4,4690,1,1.6137529455652255,9
1339,Alice,31,72085.0,2018-08-31,Marketing,PhD,22.0,3,3609,0,0.6099189530557791,7
1340,Charlie,36,69323.0,2018-09-01,Finance,PhD,1.0,4,7178,0,2.2025491102737367,8
1341,Grace,36,56111.0,2018-09-02,Finanace,Master's,5.0,3,$1223,1,2.0555455450757227,9
1342,Alice,35,68294.0,2018-09-03,Finanace,Bachelor's,28.0,5,4774,0,0.7178692039726541,10
1343,Charlie,39,67845.0,2018-09-04,Finance,PhD,26.0,4,8916,0,3.3515665519826516,8
1344,Hank,46,67523.0,2018-09-05,IT ,High School,4.0,4,9514,0,0.37597647318164285,3
1345,Hank,44,70476.0,2018-09-06,IT ,Master's,16.0,3,6973,1,0.1910293219303676,7
1346,Charlie,20,71135.0,2018-09-07,HR,High School,1.0,4,3086,0,1.4579355018384175,7
1347,Grace,9,63515.0,2018-09-08,Marketing,High School,17.0,3,7896,0,1.5820073981059166,7
1348,David,44,89090.0,2018-09-09,IT,Master's,9.0,1,8483,0,1.155843277677809,8
1349,Hank,21,52457.0,2018-09-10,HR,Master's,9.0,3,8663,0,0.8950023641706499,4
1350,Grace,32,59185.0,2018-09-11,HR,PhD,5.0,5,8284,1,1.2409894134826593,6
1351,David,23,,2018-09-12,IT ,High School,26.0,4,€6461,1,0.5351400707827817,2
1352,Eve,16,54430.0,2018-09-13,Finanace,High School,11.0,2,3287,0,1.5497890730691766,7
1353,Alice,40,49693.0,2018-09-14,Marketing,High School,16.0,4,9878,0,7.049136188913624,9
1354,Alice,42,81017.0,2018-09-15,Finanace,High School,26.0,3,5835,1,0.7624590444376778,5
1355,Alice,29,38843.0,2018-09-16,HR,PhD,12.0,3,3534,0,3.460324892164328,4
1356,Charlie,9,66470.0,2018-09-17,HR,Bachelor's,19.0,3,6530,0,0.4587001729363025,2
1357,Alice,29,102187.0,2018-09-18,IT ,Bachelor's,27.0,4,1622,1,1.3104337223080063,7
1358,David,38,46825.0,2018-09-19,IT ,Bachelor's,15.0,3,2075,0,1.1621747799439839,2
1359,Alice,20,40270.0,2018-09-20,IT ,High School,9.0,3,7876,0,8.295261718145733,2
1360,David,36,47512.0,2018-09-21,IT ,Bachelor's,26.0,4,9495,0,1.6757547513556181,9
1361,Bob,34,83475.0,2018-09-22,HR,PhD,,3,$9855,1,3.518061469990447,2
1362,David,40,86871.0,2018-09-23,Marketing,PhD,1.0,4,6237,0,2.767400360784463,10
1363,Charlie,36,62311.0,2018-09-24,Finanace,Master's,1.0,2,4994,1,0.45606410875128617,3
1364,Eve,25,80248.0,2018-09-25,Finanace,PhD,22.0,4,3694,1,8.417342248927243,3
1365,David,46,90853.0,2018-09-26,IT ,Master's,6.0,4,5304,1,1.273344263839303,2
1366,Hank,33,96810.0,2018-09-27,Finance,PhD,5.0,4,4198,1,0.13737281974563406,10
1367,David,34,66304.0,2018-09-28,Finanace,PhD,0.0,3,6412,0,1.071927035512711,3
1368,Eve,25,35477.0,2018-09-29,HR,High School,11.0,4,9710,1,1.2267649918310768,9
1369,Eve,30,57686.0,2018-09-30,HR,High School,12.0,2,8389,0,0.29199624776831007,3
1370,Bob,26,63597.0,2018-10-01,IT ,Bachelor's,11.0,4,5433,1,2.902573713402928,5
1371,Alice,33,66115.0,2018-10-02,HR,PhD,18.0,2,6909,0,1.2774513623022439,7
1372,David,52,67182.0,2018-10-03,Marketing,Master's,8.0,2,9017,0,2.9757483075270725,1
1373,Frank,21,86783.0,2018-10-04,Marketing,High School,9.0,4,4810,0,0.020290151378950794,1
1374,David,18,89116.0,2018-10-05,IT,Master's,16.0,4,1912,1,12.06022792592863,10
1375,Charlie,49,67424.0,2018-10-06,HR,High School,17.0,2,8442,0,0.5608556715485371,2
1376,Hank,32,86477.0,2018-10-07,IT ,PhD,7.0,5,5902,0,3.2305317257059425,1
1377,Charlie,28,75364.0,2018-10-08,Finance,Bachelor's,6.0,5,4188,1,3.7740655007910586,1
1378,Alice,45,70967.0,2018-10-09,Marketing,Master's,8.0,4,4228,0,0.564807686634984,10
1379,Charlie,28,83598.0,2018-10-10,IT,High School,9.0,3,1571,0,0.35537874548208886,4
1380,Hank,53,71083.0,2018-10-11,Marketing,High School,11.0,4,8768,0,0.49666657709554773,10
1381,Eve,41,,2018-10-12,Marketing,PhD,14.0,3,$6135,0,0.8503461606156935,3
1382,Hank,30,48423.0,2018-10-13,HR,PhD,14.0,3,9289,0,0.5526055951726763,1
1383,Grace,56,62272.0,2018-10-14,Finance,Bachelor's,27.0,5,5033,1,3.362568419440631,3
1384,Bob,28,68102.0,2018-10-15,Marketing,Bachelor's,3.0,5,2639,0,1.6384942992869842,1
1385,Alice,42,76591.0,2018-10-16,IT ,PhD,3.0,5,7443,0,2.3152181864705232,3
1386,David,37,89019.0,2018-10-17,IT ,Master's,22.0,3,5842,0,0.14548150898543977,4
1387,Bob,48,69634.0,2018-10-18,Finance,Master's,0.0,3,6541,1,5.92522215970673,8
1388,Frank,50,48666.0,2018-10-19,HR,High School,25.0,3,5027,0,0.5610553011561166,3
1389,Frank,35,82637.0,2018-10-20,Finance,Master's,11.0,3,1260,0,1.3395754465732512,3
1390,Bob,27,81324.0,2018-10-21,IT ,High School,24.0,3,2797,0,0.22385268074321774,9
1391,Grace,39,40872.0,2018-10-22,Finance,Bachelor's,1.0,3,1331,1,0.4413027350901839,9
1392,Grace,28,69942.0,2018-10-23,Finanace,High School,14.0,4,5210,1,3.2880416920189246,6
1393,Frank,55,46147.0,2018-10-24,HR,PhD,16.0,4,9459,0,3.5386894978014864,10
1394,Alice,36,60030.0,2018-10-25,HR,Bachelor's,6.0,4,3059,0,3.3899883081702886,4
1395,Grace,31,56457.0,2018-10-26,Finance,High School,5.0,4,1072,0,2.409802269609879,10
1396,Alice,36,82138.0,2018-10-27,Finance,High School,11.0,1,6111,0,9.142445269322659,5
1397,Alice,21,71752.0,2018-10-28,Finance,Master's,18.0,1,3921,0,2.122816565981329,9
1398,Charlie,25,50716.0,2018-10-29,IT,High School,0.0,4,4888,0,1.7903056023798487,1
1399,Frank,47,83200.0,2018-10-30,HR,PhD,27.0,3,1177,0,0.8532445099215328,7
1400,Charlie,28,48492.0,2018-10-31,Finanace,Master's,20.0,4,2999,1,0.31224909352150354,7
1401,Charlie,24,74951.0,2018-11-01,Marketing,Master's,,2,€$9963,0,2.3832477699578902,10
1402,Bob,40,57789.0,2018-11-02,HR,Bachelor's,13.0,3,8426,0,1.1345284265132383,1
1403,Charlie,46,64514.0,2018-11-03,Marketing,Master's,3.0,4,5495,0,2.227172256609283,1
1404,Hank,42,77564.0,2018-11-04,Finanace,PhD,4.0,4,1269,0,0.6924654048068124,9
1405,Frank,44,77821.0,2018-11-05,IT,PhD,0.0,5,2655,0,5.4636761700843195,7
1406,Alice,27,90054.0,2018-11-06,IT ,Bachelor's,0.0,3,3533,0,24.307409808243037,4
1407,Bob,20,68766.0,2018-11-07,IT ,PhD,20.0,3,5982,1,1.1676099476489685,9
1408,Grace,50,74596.0,2018-11-08,IT,Master's,5.0,4,5361,1,5.5417075866900625,5
1409,Bob,31,63433.0,2018-11-09,IT ,Master's,4.0,3,7118,1,6.190377108650411,3
1410,Grace,32,72729.0,2018-11-10,IT,Master's,1.0,3,9696,0,16.620241135294847,2
1411,Eve,48,,2018-11-11,IT,High School,24.0,5,3404,1,1.258936107387123,9
